tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,_source,_source_file,_source_year,_retrieved_at,_original_row_number,_match_key,_dedup_status,_year_conflict,_stat_integrity_conflicts,_winner_name_normalized,_loser_name_normalized,_tourney_name_normalized,_round_normalized,_surface_normalized
2017-2205,Noumea,Hard,32,C,,20170107,20,D750,5,,Kenny De Schepper,L,203,FRA,29.613,162,369,KD70,,,Pedja Krstin,R,183,SRB,22.346,224,237,4-6 6-4 7-5,3,R16,138,15,3,89,59,47,13,16,1,4,8,3,98,50,35,24,16,4,8,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,21,a2c429d60dc67509938adc6d3b957ab5,NEW_MATCH,0,,kenny de schepper,pedja krstin,noumea,r16,hard
2017-2205,Noumea,Hard,32,C,,20170107,21,BK19,8,,Mathias Bourgue,R,188,FRA,22.971,183,314,TA04,,,Finn Tearney,R,183,NZL,26.281,494,77,7-6(4) 6-4,3,R16,84,10,0,59,44,38,10,11,2,2,1,6,73,50,37,10,11,7,8,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,22,074edd47bef8f80d4e5b416722ff3116,NEW_MATCH,0,,mathias bourgue,finn tearney,noumea,r16,hard
2017-2205,Noumea,Hard,32,C,,20170107,22,F444,,,Alejandro Falla,L,185,COL,33.15,273,187,N771,,,Cameron Norrie,L,188,GBR,21.377,276,183,6-2 3-6 7-5,3,R16,118,3,2,85,61,41,15,14,4,6,7,3,104,68,42,18,15,7,11,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,23,1e32892fdf1d6d6d859ef5c1d6e0cf55,NEW_MATCH,0,,alejandro falla,cameron norrie,noumea,r16,hard
2017-2205,Noumea,Hard,32,C,,20170107,23,LC11,,,Tristan Lamasine,R,183,FRA,23.844,212,250,TE51,,,Stefanos Tsitsipas,R,193,GRE,18.407,210,260,6-4 6-3,3,R16,88,2,2,54,34,26,13,9,2,2,10,6,78,41,28,16,10,7,10,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,24,d85c2d4cab26e45f56d129695eebd62c,NEW_MATCH,0,,tristan lamasine,stefanos tsitsipas,noumea,r16,hard
2017-2205,Noumea,Hard,32,C,,20170107,24,MB53,,,Adrian Menendez-Maceiras,R,183,ESP,31.195,236,218,RC96,,,Noah Rubin,R,175,USA,20.879,200,274,6-4 6-1,3,R16,80,4,0,52,30,22,12,8,6,7,2,3,58,32,14,14,9,5,10,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,25,89be4292ed9d63b7835abd4f105aa108,NEW_MATCH,0,,adrian menendez maceiras,noah rubin,noumea,r16,hard
2017-2205,Noumea,Hard,32,C,,20170107,25,ME82,1,,Adrian Mannarino,L,180,FRA,28.526,60,791,D750,5,,Kenny De Schepper,L,203,FRA,29.613,162,369,6-4 6-1,3,QF,88,2,1,45,28,22,10,8,3,4,3,5,56,41,22,4,9,5,10,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,26,8fa83205547d30c42eefb18cc00dcc79,NEW_MATCH,0,,adrian mannarino,kenny de schepper,noumea,qf,hard
2017-2205,Noumea,Hard,32,C,,20170107,26,CF59,2,,Roberto Carballes Baena,R,183,ESP,23.795,145,419,MB53,,,Adrian Menendez-Maceiras,R,183,ESP,31.195,236,218,7-6(1) 3-6 6-1,3,QF,152,3,3,85,50,36,20,14,6,9,4,1,103,69,46,13,14,7,11,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,27,725c7f9e5fecfa9c3f88c64ddb4e478a,NEW_MATCH,0,,roberto carballes baena,adrian menendez maceiras,noumea,qf,hard
2017-2205,Noumea,Hard,32,C,,20170107,27,MM66,,,Nikola Milojevic,R,188,SRB,21.555,238,217,BK19,8,,Mathias Bourgue,R,188,FRA,22.971,183,314,3-6 7-6(3) 7-5,3,QF,171,3,4,104,60,37,22,16,7,13,12,4,114,70,46,16,17,4,10,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,28,4f2617698f0e7dbedcfe9a57c3744205,NEW_MATCH,0,,nikola milojevic,mathias bourgue,noumea,qf,hard
2017-2205,Noumea,Hard,32,C,,20170107,28,F444,,,Alejandro Falla,L,185,COL,33.15,273,187,LC11,,,Tristan Lamasine,R,183,FRA,23.844,212,250,6-4 6-3,3,QF,80,3,1,67,39,28,15,10,0,1,1,3,55,32,21,10,9,2,5,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,29,82d6b79ffde8b0418f1078e760e61c87,NEW_MATCH,0,,alejandro falla,tristan lamasine,noumea,qf,hard
2017-2205,Noumea,Hard,32,C,,20170107,29,ME82,1,,Adrian Mannarino,L,180,FRA,28.526,60,791,F444,,,Alejandro Falla,L,185,COL,33.15,273,187,6-2 6-1,3,SF,56,4,0,34,23,19,9,7,0,0,0,2,58,37,20,6,8,4,9,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,30,da0d50b1bc2550b6c46aff0353e2f390,NEW_MATCH,0,,adrian mannarino,alejandro falla,noumea,sf,hard
2017-2205,Noumea,Hard,32,C,,20170107,30,MM66,,,Nikola Milojevic,R,188,SRB,21.555,238,217,CF59,2,,Roberto Carballes Baena,R,183,ESP,23.795,145,419,6-4 6-4,3,SF,89,6,3,59,31,25,17,10,1,2,0,4,61,37,27,8,10,0,3,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,31,8d84e96656f40e3d1ea37d5f143c55e8,NEW_MATCH,0,,nikola milojevic,roberto carballes baena,noumea,sf,hard
2017-2205,Noumea,Hard,32,C,,20170107,31,ME82,1,,Adrian Mannarino,L,180,FRA,28.526,60,791,MM66,,,Nikola Milojevic,R,188,SRB,21.555,238,217,6-3 7-5,3,F,92,4,1,57,38,27,13,11,0,2,4,3,72,41,25,11,10,4,8,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,32,7b37f2742da8779cf84472988729d75a,NEW_MATCH,0,,adrian mannarino,nikola milojevic,noumea,f,hard
2017-5047,Bangkok,Hard,32,C,,20170108,1,SE73,1,,Yuichi Sugita,R,175,JPN,28.307,112,527,L908,,,Nils Langer,R,193,GER,26.954,361,127,7-6(7) 5-7 6-0,3,R32,140,4,0,102,63,40,24,15,8,11,2,4,100,64,44,14,15,5,10,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,33,fd830c4dcca5a994abf043bdbf0025e5,NEW_MATCH,0,,yuichi sugita,nils langer,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,2,I165,2,,Denis Istomin,R,185,UZB,30.338,121,492,CM88,,,Congsup Congcar,R,175,THA,20.383,1605,2,6-0 6-1,3,R32,72,3,1,40,24,20,10,7,2,2,1,4,59,31,10,16,6,9,14,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,34,8c8cc7f7c856fef4d6b6cea32d328bee,NEW_MATCH,0,,denis istomin,congsup congcar,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,3,CA99,3,,Marius Copil,R,191,ROU,26.229,132,457,SO02,,,Warit Sornbutnark,R,180,THA,23.863,1862,1,6-2 6-0,3,R32,55,13,2,35,23,22,7,7,0,0,1,3,48,28,11,8,7,3,8,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,35,624b28aabac5e321be44b27b6c4f5935,NEW_MATCH,0,,marius copil,warit sornbutnark,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,4,L949,4,,Henri Laaksonen,R,185,SUI,24.775,136,452,BH02,,,Sekou Bangoura,R,183,USA,25.142,262,197,6-4 6-2,3,R32,93,2,4,64,35,26,15,9,6,7,2,0,70,56,30,6,9,2,6,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,36,6b2e68d11722ebdf1a14412065806c7e,NEW_MATCH,0,,henri laaksonen,sekou bangoura,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,5,T742,5,,Janko Tipsarevic,R,180,SRB,32.548,144,423,Z254,,,Jurgen Zopp,R,191,EST,28.78,332,144,6-4 6-1,3,R32,103,3,1,54,25,21,15,8,8,9,2,2,60,29,16,14,9,6,11,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,37,a5bc1f83b832ee31919a041cf192a71d,NEW_MATCH,0,,janko tipsarevic,jurgen zopp,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,6,W571,6,,Di Wu,R,173,CHN,25.32,159,372,KE43,,,Chayanon Kaewsuto,,,THA,21.566,1919,1,6-0 6-1,3,R32,46,3,3,50,27,22,10,7,1,2,1,9,41,15,7,5,6,2,8,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,38,825936449712b38dddaddce477804efa,NEW_MATCH,0,,di wu,chayanon kaewsuto,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,7,MN13,7,,Maximilian Marterer,L,188,GER,21.569,176,323,KF17,,,Soonwoo Kwon,R,180,KOR,19.102,308,158,6-0 6-4,3,R32,70,6,1,53,33,23,11,8,3,4,1,1,55,33,14,12,8,3,8,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,39,a873548290c59f90266beee09f790978,NEW_MATCH,0,,maximilian marterer,soonwoo kwon,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,8,K834,,,Blaz Kavcic,R,188,SLO,29.848,217,243,RA82,8,,Yannik Reuter,R,,BEL,25.845,206,264,6-2 6-1,3,R32,65,3,3,47,29,18,12,7,5,6,1,4,45,24,8,6,8,0,6,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,40,588127f91d5636fc65c3b38246a248fe,NEW_MATCH,0,,blaz kavcic,yannik reuter,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,9,GD64,,,Cristian Garin,R,185,CHI,20.611,211,251,KC56,,,Aslan Karatsev,R,185,RUS,23.346,235,221,6-3 6-3,3,R32,69,3,0,45,28,23,14,9,0,0,8,6,60,24,17,16,9,3,6,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,41,0bf3c978e0c388b1cac3bea6f89a7a15,NEW_MATCH,0,,cristian garin,aslan karatsev,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,10,GD08,,,Lloyd Glasspool,R,191,GBR,23.138,381,116,BK24,,,Gregoire Barrere,R,183,FRA,22.894,247,212,6-3 7-5,3,R32,73,9,3,65,45,34,9,11,5,7,6,6,63,30,22,12,10,0,4,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,42,5c24a36d968cd967413e295e4eb6c11e,NEW_MATCH,0,,lloyd glasspool,gregoire barrere,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,11,K771,,,Marsel Ilhan,R,191,TUR,29.58,246,213,PG20,,,Dmitry Popko,R,191,KAZ,20.208,223,238,4-6 6-4 7-6(4),3,R32,130,9,2,104,62,46,20,16,4,7,2,4,103,57,36,30,16,5,8,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,43,a7d2ba78fd43ad852207a2ee3e1cbd27,NEW_MATCH,0,,marsel ilhan,dmitry popko,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,12,J400,,,Jeremy Jahn,R,178,GER,26.762,214,248,SQ80,,,Akira Santillan,R,180,AUS,19.633,208,263,7-5 6-3,3,R32,76,1,2,60,31,24,22,11,1,1,8,5,73,41,30,16,10,5,7,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,44,06e3bec595be29ca76e899a19d9f27a7,NEW_MATCH,0,,jeremy jahn,akira santillan,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,13,KH56,,,Zdenek Kolar,R,183,CZE,20.249,244,215,SH91,,,Jordi Samper-Montana,R,,ESP,26.762,209,262,2-6 6-3 6-4,3,R32,124,7,7,94,58,34,11,14,9,16,3,6,75,42,26,11,13,4,11,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,45,3367404919b0259f903e06511411d253,NEW_MATCH,0,,zdenek kolar,jordi samper montana,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,14,MG08,,,Yannick Mertens,R,185,BEL,29.541,251,209,E678,,,Jonathan Eysseric,L,180,FRA,26.62,242,215,6-4 6-2,3,R32,66,0,2,47,30,21,8,9,1,4,4,3,61,32,15,13,9,3,9,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,46,a22b990b65630b01f99f1a27d225f12a,NEW_MATCH,0,,yannick mertens,jonathan eysseric,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,15,SK94,,,Cedrik-Marcel Stebe,L,180,GER,26.251,471,84,KH65,,,Patcharapol Kawin,,,THA,19.633,1645,1,6-4 6-3,3,R32,63,4,5,60,37,30,8,10,6,8,4,2,49,32,19,6,9,0,4,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,47,29722c6923fdb8741d0b3af4fb3c4b53,NEW_MATCH,0,,cedrik marcel stebe,patcharapol kawin,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,16,W471,,,Amir Weintraub,R,185,ISR,30.313,231,229,KA46,,,Yuya Kibi,R,180,JPN,30.464,230,229,6-3 6-4,3,R32,76,2,3,63,39,25,12,10,4,6,4,5,61,34,21,11,9,3,7,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,48,ea751ca23dc0219682c2ab0eefb10690,NEW_MATCH,0,,amir weintraub,yuya kibi,bangkok,r32,hard
2017-5047,Bangkok,Hard,32,C,,20170108,17,SE73,1,,Yuichi Sugita,R,175,JPN,28.307,112,527,K771,,,Marsel Ilhan,R,191,TUR,29.58,246,213,6-2 6-4,3,R16,58,6,0,45,30,25,12,9,0,0,4,0,50,29,18,10,9,3,6,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,49,a9a54294f6244b5faf5e0bf0d6c04f4f,NEW_MATCH,0,,yuichi sugita,marsel ilhan,bangkok,r16,hard
2017-5047,Bangkok,Hard,32,C,,20170108,18,GD64,,,Cristian Garin,R,185,CHI,20.611,211,251,I165,2,,Denis Istomin,R,185,UZB,30.338,121,492,3-6 6-4 7-5,3,R16,125,5,3,101,54,41,22,15,6,9,16,2,91,57,42,18,16,4,8,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,50,0151ecefa2fcf57a4868890c0bef8f93,NEW_MATCH,0,,cristian garin,denis istomin,bangkok,r16,hard
2017-5047,Bangkok,Hard,32,C,,20170108,19,CA99,3,,Marius Copil,R,191,ROU,26.229,132,457,KH56,,,Zdenek Kolar,R,183,CZE,20.249,244,215,6-4 6-1,3,R16,69,6,2,47,25,21,15,8,2,2,2,4,66,34,19,15,9,3,7,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,51,96070bd96b8b6e998155c43fdbdeca0d,NEW_MATCH,0,,marius copil,zdenek kolar,bangkok,r16,hard
2017-5047,Bangkok,Hard,32,C,,20170108,20,MG08,,,Yannick Mertens,R,185,BEL,29.541,251,209,L949,4,,Henri Laaksonen,R,185,SUI,24.775,136,452,6-2 6-3,3,R16,64,2,2,55,31,24,11,8,0,1,1,2,54,32,20,8,9,3,8,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,52,a8fa55c06f702305c511e3eb8e207f71,NEW_MATCH,0,,yannick mertens,henri laaksonen,bangkok,r16,hard
2017-5047,Bangkok,Hard,32,C,,20170108,21,T742,5,,Janko Tipsarevic,R,180,SRB,32.548,144,423,SK94,,,Cedrik-Marcel Stebe,L,180,GER,26.251,471,84,6-2 6-3,3,R16,98,4,1,63,32,24,16,8,5,5,2,3,62,36,19,14,9,4,8,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,53,c6b6aab942b72c106f3e43c828e1b999,NEW_MATCH,0,,janko tipsarevic,cedrik marcel stebe,bangkok,r16,hard
2017-5047,Bangkok,Hard,32,C,,20170108,22,J400,,,Jeremy Jahn,R,178,GER,26.762,214,248,W571,6,,Di Wu,R,173,CHN,25.32,159,372,6-3 3-6 6-4,3,R16,108,3,6,87,39,28,19,14,6,11,2,3,90,51,32,17,14,5,11,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,54,31665c6501a18784acbe30bf74fdb072,NEW_MATCH,0,,jeremy jahn,di wu,bangkok,r16,hard
2017-5047,Bangkok,Hard,32,C,,20170108,23,MN13,7,,Maximilian Marterer,L,188,GER,21.569,176,323,GD08,,,Lloyd Glasspool,R,191,GBR,23.138,381,116,6-7(6) 6-4 6-3,3,R16,121,8,0,99,68,52,18,16,1,2,10,5,96,61,48,17,15,2,5,TennisMyLife,2017_challenger.csv,2017,2026-08-23T06:37:21.010456+00:00,55,1ffbe5176597e1d13bea69c3f4481c6c,NEW_MATCH,0,,maximilian marterer,lloyd glasspool,bangkok,r16,hard
